TABLE_SCHEMA,TABLE_NAME,n_date_typed,n_money_typed,n_recovery_named,n_claim_named,n_cols,date_cols,money_cols
dbo,qryKAISER_OCPSPincMCStage7,30,14,8,9,230,"ClosedDate, P_PrimacyEffDate, P_PrimacyTermDate, PartAEffDate, PartATermDate, PartBEffDate, PartBTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryIVRDis367Kaiser_OCPSStage7clmDet,23,14,8,9,217,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,DomPartkaiser_ocpsstage1,23,14,8,9,214,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryIVRAgeKaiser_OCPSStage7clmdet,23,14,8,9,217,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryivresrdKaiser_OCPSStage7clmdet,23,14,8,9,217,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,PINC_MC_Kaiser_OCPS_Stage11_NoESRD_Final,23,14,8,9,216,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKaiser_OCPSDualEntStage10,23,14,8,9,217,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKAISER_OCPSPincMCStage3,30,14,8,9,230,"ClosedDate, P_PrimacyEffDate, P_PrimacyTermDate, PartAEffDate, PartATermDate, PartBEffDate, PartBTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKaiser_OCPSDualEntStage8,23,14,8,9,216,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,DomPartkaiser_ocpsstage2,23,14,8,9,215,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,PINC_MC_Kaiser_OCPS_Stage12_ESRDOnly_Final,23,14,8,9,216,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,PINC_CommKaiser_OCPS_Stage7a,23,14,8,9,214,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryPPPIAetnaSubrokaiser_ocpsStage3,25,14,8,9,222,"AetnaSubroEffectiveDate, AetnaSubroTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKaiser_OCPSPINOFinal,24,14,8,9,225,"ClosedDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKAISER_OCPSPincMCStage5,30,14,8,9,230,"ClosedDate, P_PrimacyEffDate, P_PrimacyTermDate, PartAEffDate, PartATermDate, PartBEffDate, PartBTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKaiser_OCPSPincMCFinal,30,14,8,9,232,"ClosedDate, P_PrimacyEffDate, P_PrimacyTermDate, PartAEffDate, PartATermDate, PartBEffDate, PartBTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryKaiser_OCPSDualEntStage9,23,14,8,9,216,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryPPPIAetnaSubrokaiser_ocpsStage2,25,14,8,9,220,"AetnaSubroEffectiveDate, AetnaSubroTermDate, PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,DomPartkaiser_ocpsstage3,23,14,8,9,215,"PatientCancelDate, PatientDOB, PatientEffectiveDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, PayDate, MedicareAEffDate, MedicareBEffDate, SubscriberDOB, COB_InvoiceDate, COB_EffectiveDate, COB_TermDate, ReceivedDate, InputDate, PaymentDate, CheckDate, Hospital_AdmissionDate, Hospital_DischargeDate","BillAmount, PayAmount, TotalBilledAmount, TotalPaidAmount, CobAmount, CobSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, REC_Amount, AllowedAmount, CopayAmount, CoInsAmount, DedAmount, COB_AllowedAmt, ReceivedDate, CheckNumber, CheckDate, CheckStatus1, CheckStatus2, CheckStatus3"
dbo,qryPPPIExcellusCenteneFidelisStage2,65,40,6,38,485,"ExcellusEffectiveDate, ExcellusTermDate, Excelluspatientdob, SubscriberDOB, PatientDOB, PatientEffectiveDate, PatientCancelDate, GroupEffectiveDate, GroupTermDate, ProviderEffectiveDate, ProviderTermDate, InjuryDate, StartDate, EndDate, AdjudicationDate, PayDate, MedicareAEffDate, MedicareBEffDate, PROCDATE1, PROCDATE2, PROCDATE3, PROCDATE4, PROCDATE5, PROCDATE6, PROCDATE7, PROCDATE8, PROCDATE9, PROCDATE10, PROCDATE11, PROCDATE12, PROCDATE13, PROCDATE14, PROCDATE15, PROCDATE16, PROCDATE17, PROCDATE18, PROCDATE19, PROCDATE20, PROCDATE21, PROCDATE22, PROCDATE23, PROCDATE24, PROCDATE25, OCCURANCEDATE1, OCCURANCEDATE2, OCCURANCEDATE3, OCCURANCEDATE4, OCCURANCEDATE5, OCCURANCEDATE6, OCCURANCEDATE7, OCCURANCEDATE8, OtherInsuranceEffDate, OtherInsuranceEndDate, OtherInsuranceSubscriberDOB, AdmissionDate, DischargeDate, ReceivedDate, ALTCARRIERPOLICYEFFDATE, ALTCARRIERPOLICYENDDATE, LineStartDate, LineEndDate, Member DOB, Policy DOB, Alt Carrier Effective Date, Alt Carrier End Date, Date Last Verified, FirstTimePaidDate","TotalBilledAmount, TotalPaidAmount, BillAmount, AllowedAmount, PayAmount, DeductibleAmount, CopaymentAmount, CoinsuranceAmount, DiscountAmount, NonCoveredAmount, COBAmount, COBAllowedAmount, COBSavingsAmount, OverpaymentReceivedAmount, OverpaymentReceivedIndicator, VALUEAMOUNT1, VALUEAMOUNT2, VALUEAMOUNT3, VALUEAMOUNT4, VALUEAMOUNT5, VALUEAMOUNT6, VALUEAMOUNT7, VALUEAMOUNT8, VALUEAMOUNT9, VALUEAMOUNT10, VALUEAMOUNT11, VALUEAMOUNT12, VALUEAMOUNT13, VALUEAMOUNT14, VALUEAMOUNT15, VALUEAMOUNT16, VALUEAMOUNT17, VALUEAMOUNT18, VALUEAMOUNT19, VALUEAMOUNT20, VALUEAMOUNT21, VALUEAMOUNT22, VALUEAMOUNT23, VALUEAMOUNT24, ReceivedDate, CheckNumber, TPPAmount, TPPApplyAmount, RecoveryFlag, ALTCARRIERAMTCOINS, ALTCARRIERAMTCOPAY, ALTCARRIERAMTDEDUCT, TPLiab_MedicareAllowedAmount, TPLiab_MedicarePaidAmount, TPLiab_PrimaryInsurerAllowedAmount, TPLiab_PrimaryInsurerPaidAmount, FirstTimePaidDate"
